"","p_well","Well","Plate","Treatment_name","Culture","State","N_ug_L","chlA_150","chlA_150_true","PC_100","PC_100_true","read_day","read_time","read_timeDays","growthrate_PC","growthrate_chlA"
"1088","16_D7","D7",16,"X_9701_1000N","PCC_9701","Xenic",883,21.1,21.7546903343614,0.8,1.78690769040233,6,2021-10-25 13:39:00,5.92638888888889,-0.0518123756446401,0.0439375517701016
"1089","16_E7","E7",16,"A_MUT_1000N","MUT_7806","Axenic",883,15.6,16.3446999628454,0.958,1.94232195925679,6,2021-10-25 13:39:00,5.92638888888889,0.0409940606490529,-0.0474368391790883
"1090","16_E1","E1",16,"BLANK","Media_CTRL",NA,NA,1.25,2.22954326625364,0.65,1.63936249845189,6,2021-10-25 13:39:00,5.92638888888889,0.012090922769171,-0.687389799424747
"1091","16_B8","B8",16,"BLANK","Media_CTRL",NA,NA,14.9,15.6561557337433,0.313,1.30787763386991,6,2021-10-25 13:39:00,5.92638888888889,-0.0765457617722789,0.197380655337055
"1092","16_E8","E8",16,"BLANK","Media_CTRL",NA,NA,10.5,11.3281634365305,1.13,2.11150711269329,6,2021-10-25 13:39:00,5.92638888888889,0.168033389494541,-0.244136717727638
"1093","19_B1","B1",19,"BLANK","Media_CTRL",NA,NA,14.3,15.0654539352822,0.25,1.24589954432312,6,2021-10-25 13:13:00,5.93958333333333,-0.0852092991322391,0.0502169329564196
"1094","19_B2","B2",19,"X_9701_14150N","PCC_9701","Xenic",14150,90.4,89.9172752272386,14.2,14.967094117553,6,2021-10-25 13:13:00,5.93958333333333,0.47055617435328,0.319007364349102
"1095","19_C2","C2",19,"X_WT_14150N","WT_7806","Xenic",14150,88.6,88.1467985081122,17.2,17.9178886494304,6,2021-10-25 13:13:00,5.93958333333333,0.329693749396244,0.156157220608773
"1096","19_D2","D2",19,"A_MUT_14150N","MUT_7806","Axenic",14150,33.2,33.6554594861098,2.22,3.18358795358927,6,2021-10-25 13:13:00,5.93958333333333,0.195260086244889,0.106812026814662
"1097","19_E2","E2",19,"X_MUT_14150N","MUT_7806","Xenic",14150,85.5,85.0976441585055,14.3,15.0654539352822,6,2021-10-25 13:13:00,5.93958333333333,0.434647420135708,0.18294572775775
"1098","19_B3","B3",19,"A_9701_14150N","PCC_9701","Axenic",14150,59.8,59.8191710020893,6.67,7.56059984254072,6,2021-10-25 13:13:00,5.93958333333333,0.304884327899338,0.262999571897285
"1099","19_C3","C3",19,"A_WT_14150N","WT_7806","Axenic",14150,20.6,21.2621224522247,1.68,2.65244493785134,6,2021-10-25 13:13:00,5.93958333333333,0.18580821397395,-0.00266447931822639
"1100","19_D3","D3",19,"X_NIES_14150N","NIES_843","Xenic",14150,106,105.261406793001,14.9,15.6556128416577,6,2021-10-25 13:13:00,5.93958333333333,0.389018780837059,0.323007029219444
"1101","19_E3","E3",19,"A_NIES_14150N","NIES_843","Axenic",14150,103,102.310612261124,17,17.7211690139719,6,2021-10-25 13:13:00,5.93958333333333,0.478476447286842,0.399470706277638
"1102","19_B4","B4",19,"X_9701_100N","PCC_9701","Xenic",87,22.3,22.9342393536219,0.75,1.73769863296935,6,2021-10-25 13:13:00,5.93958333333333,0.00665649313436744,-0.0293857543292876
"1103","19_C4","C4",19,"A_NIES_100N","NIES_843","Axenic",87,2.88,3.83276275060229,1.07,2.05245004970293,6,2021-10-25 13:13:00,5.93958333333333,0.0305375158377127,-0.386353394732228
"1104","19_D4","D4",19,"A_9701_100N","PCC_9701","Axenic",87,10.6,11.4261406793001,0.45,1.44261917978161,6,2021-10-25 13:13:00,5.93958333333333,-0.0692349437574036,-0.23698834888283
"1105","19_E4","E4",19,"X_WT_100N","WT_7806","Xenic",87,22.6,23.2293188068097,0.5,1.49179908864623,6,2021-10-25 13:13:00,5.93958333333333,-0.0350039875807819,0.0625645919676938
"1106","19_B5","B5",19,"X_NIES_100N","NIES_843","Xenic",87,22.2,22.8358795358927,2.67,3.62620713337087,6,2021-10-25 13:13:00,5.93958333333333,0.0913775888162231,-0.0601776090810551
"1107","19_C5","C5",19,"A_MUT_100N","MUT_7806","Axenic",87,38.5,38.8685298257598,0.563,1.55376577381566,6,2021-10-25 13:13:00,5.93958333333333,-0.0724529651024139,0.144364296677921
"1108","19_D5","D5",19,"X_MUT_100N","MUT_7806","Xenic",87,16.6,17.3277297430549,0.35,1.34425936205236,6,2021-10-25 13:13:00,5.93958333333333,-0.0777736174477638,0.216645291299191
"1109","19_E5","E5",19,"A_WT_100N","WT_7806","Axenic",87,19.7,20.3768840926615,1.25,2.22949772161558,6,2021-10-25 13:13:00,5.93958333333333,0.17760539871983,-0.102948111457627
"1110","19_B6","B6",19,"A_MUT_40N","MUT_7806","Axenic",40.5,23.8,24.4096366195606,1.44,2.41638137530115,6,2021-10-25 13:13:00,5.93958333333333,0.0562477356409984,0.0303329679164929
"1111","19_C6","C6",19,"X_MUT_40N","MUT_7806","Xenic",40.5,15.5,16.2457717480332,2.44,3.39997955259361,6,2021-10-25 13:13:00,5.93958333333333,0.00372029225797748,-0.247464723824775
"1112","19_D6","D6",19,"A_9701_40N","PCC_9701","Axenic",40.5,40,40.3439270916985,1.67,2.64260895607841,6,2021-10-25 13:13:00,5.93958333333333,0.0451027887922021,0.137625191090514
"1113","19_E6","E6",19,"X_NIES_40N","NIES_843","Xenic",40.5,33.5,33.9505389392975,1.63,2.60326502898671,6,2021-10-25 13:13:00,5.93958333333333,-0.185512160196207,-0.107812098309675
"1114","19_B7","B7",19,"X_9701_40N","PCC_9701","Xenic",40.5,52,52.1471052192081,1.79,2.76064073735351,6,2021-10-25 13:13:00,5.93958333333333,-0.106861227444576,0.167079587740266
"1115","19_C7","C7",19,"X_WT_40N","WT_7806","Xenic",40.5,25.6,26.180113338687,5.22,6.13438248546665,6,2021-10-25 13:13:00,5.93958333333333,0.152211130647192,-0.117535655215042
"1116","19_D7","D7",19,"A_WT_40N","WT_7806","Axenic",40.5,25.9,26.4751927918748,1.38,2.3573654846636,6,2021-10-25 13:13:00,5.93958333333333,0.175618159526247,-0.0315172778689245
"1117","19_E7","E7",19,"A_NIES_40N","NIES_843","Axenic",40.5,42.3,42.6062028994712,3.89,4.82619690966768,6,2021-10-25 13:13:00,5.93958333333333,0.0225523313660585,0.170301604937186
"1118","19_E1","E1",19,"BLANK","Media_CTRL",NA,NA,14.1,14.8687342998237,0.688,1.67671554597721,6,2021-10-25 13:13:00,5.93958333333333,0.0750753552693872,-0.0595826445747777
"1119","19_B8","B8",19,"BLANK","Media_CTRL",NA,NA,8.25,9.11468496266282,0.542,1.53311021209251,6,2021-10-25 13:13:00,5.93958333333333,0.0560983957471885,0.00819855899927328
"1120","19_E8","E8",19,"BLANK","Media_CTRL",NA,NA,6.19,7.08847271744034,0.65,1.6393388152401,6,2021-10-25 13:13:00,5.93958333333333,0.0220214435220522,-0.346840419611474
"1121","13_B1","B1",13,"BLANK","Media_CTRL",NA,NA,18.6,19.245560695925,0.75,1.73570809257762,7,2021-10-26 13:20:00,6.90069444444444,0.384943950475595,0.418294214988773
"1122","13_B2","B2",13,"X_WT_40N","WT_7806","Xenic",40.5,60.3,60.1509306432408,4.09,5.01206146485663,7,2021-10-26 13:20:00,6.90069444444444,-0.327720210041908,0.146695304981414
"1123","13_C2","C2",13,"A_NIES_40N","NIES_843","Axenic",40.5,38.8,39.060631989349,1.36,2.33408400787409,7,2021-10-26 13:20:00,6.90069444444444,0.131852456608731,-0.053572510266558
"1124","13_D2","D2",13,"X_NIES_40N","NIES_843","Xenic",40.5,46,46.1234296780941,2.13,3.08941098292045,7,2021-10-26 13:20:00,6.90069444444444,-0.0205835611586663,-0.395192596887614
"1125","13_E2","E2",13,"X_9701_40N","PCC_9701","Xenic",40.5,38.3,38.5701599276306,1.63,2.59893892120203,7,2021-10-26 13:20:00,6.90069444444444,0.330441719392689,-0.296544501613914
"1126","13_B3","B3",13,"A_9701_40N","PCC_9701","Axenic",40.5,36.3,36.6082716807569,1.57,2.54008227379582,7,2021-10-26 13:20:00,6.90069444444444,-0.305487225439093,-0.212142695987293
"1127","13_C3","C3",13,"A_WT_40N","WT_7806","Axenic",40.5,19.9,20.5207880563929,2.46,3.4131225436546,7,2021-10-26 13:20:00,6.90069444444444,0.456634300228098,-0.704232318977406
"1128","13_D3","D3",13,"A_MUT_40N","MUT_7806","Axenic",40.5,7.07,7.93527495269838,2.31,3.26598092513908,7,2021-10-26 13:20:00,6.90069444444444,0.305981836271615,-0.827144086293638
"1129","13_E3","E3",13,"X_MUT_40N","MUT_7806","Xenic",40.5,52.5,52.4995664804335,2.83,3.77607186932623,7,2021-10-26 13:20:00,6.90069444444444,-0.00975101985968164,0.153041906565543
"1130","13_B4","B4",13,"X_WT_0N","WT_7806","Xenic",8,22.2,22.7769595402976,0.893,1.87598310222909,7,2021-10-26 13:20:00,6.90069444444444,0.454389888282742,0.489362931966573
"1131","13_C4","C4",13,"A_MUT_0N","MUT_7806","Axenic",8,24.2,24.7388477871713,0.875,1.85832610800723,7,2021-10-26 13:20:00,6.90069444444444,0.272899608993794,-0.0297779742506364
"1132","13_D4","D4",13,"A_9701_0N","PCC_9701","Axenic",8,10.1,10.907535646712,0.5,1.49047206171841,7,2021-10-26 13:20:00,6.90069444444444,-0.282747532271241,-0.646448835634543
"1133","13_E4","E4",13,"A_WT_0N","WT_7806","Axenic",8,33.5,33.8616281351338,1.38,2.35370289034282,7,2021-10-26 13:20:00,6.90069444444444,0.0192347602130431,0.696752839372617
"1134","13_B5","B5",13,"X_MUT_0N","MUT_7806","Xenic",8,23.5,24.0521869007655,0.65,1.63761368023394,7,2021-10-26 13:20:00,6.90069444444444,-0.104138317842291,-0.338156374806456
"1135","13_C5","C5",13,"A_NIES_0N","NIES_843","Axenic",8,19.5,20.1284104070182,0.708,1.69450843939328,7,2021-10-26 13:20:00,6.90069444444444,-0.131025914258481,-0.539823435482618
"1136","13_D5","D5",13,"X_NIES_0N","NIES_843","Xenic",8,42.4,42.5920308337216,2.21,3.16788651279539,7,2021-10-26 13:20:00,6.90069444444444,-0.0321116072190999,0.193109037335683
"1137","13_E5","E5",13,"X_9701_0N","PCC_9701","Xenic",8,41,41.21870906091,1,1.98094412343683,7,2021-10-26 13:20:00,6.90069444444444,0.352792913245159,0.725684555951761
"1138","13_B6","B6",13,"A_9701_14150N","PCC_9701","Axenic",14150,119,117.732350688983,17.5,18.1665221601445,7,2021-10-26 13:20:00,6.90069444444444,0.33083346995257,0.560306176562176
"1139","13_C6","C6",13,"A_MUT_14150N","MUT_7806","Axenic",14150,35.8,36.1177996190385,2.84,3.78588131056059,7,2021-10-26 13:20:00,6.90069444444444,0.111969051607294,0.61992252465645
"1140","13_D6","D6",13,"X_MUT_14150N","MUT_7806","Xenic",14150,188,185.417495206124,32.9,33.2730616610717,7,2021-10-26 13:20:00,6.90069444444444,0.461239960110113,0.352167337970479
"1141","13_E6","E6",13,"A_WT_14150N","WT_7806","Axenic",14150,29.5,29.9378516413865,1.47,2.44198786145214,7,2021-10-26 13:20:00,6.90069444444444,0.0184291173218544,0.385148343017436
"1142","13_B7","B7",13,"X_NIES_14150N","NIES_843","Xenic",14150,260,256.045472093576,39.5,39.7472928757548,7,2021-10-26 13:20:00,6.90069444444444,0.324032684319069,0.332225561087823
"1143","13_C7","C7",13,"X_WT_14150N","WT_7806","Xenic",14150,114,112.827630071799,22.7,23.267431602016,7,2021-10-26 13:20:00,6.90069444444444,0.252838661420134,0.0233527651752742
"1144","13_D7","D7",13,"A_NIES_14150N","NIES_843","Axenic",14150,241,237.407533748276,41.5,41.7091811226284,7,2021-10-26 13:20:00,6.90069444444444,0.438422762326954,0.231246287324419
"1145","13_E7","E7",13,"X_9701_14150N","PCC_9701","Xenic",14150,142,140.29406552803,24.4,24.9350366118586,7,2021-10-26 13:20:00,6.90069444444444,0.447849640456413,0.27480051044465
"1146","13_E1","E1",13,"BLANK","Media_CTRL",NA,NA,10.4,11.201818883743,0.5,1.49047206171841,7,2021-10-26 13:20:00,6.90069444444444,-0.206299934584133,-0.367801550656287
"1147","13_B8","B8",13,"BLANK","Media_CTRL",NA,NA,32.4,32.7825895993533,0.75,1.73570809257762,7,2021-10-26 13:20:00,6.90069444444444,0.191005986251349,1.39931122405277
"1148","13_E8","E8",13,"BLANK","Media_CTRL",NA,NA,16,16.6951059749893,0.8,1.78475529874946,7,2021-10-26 13:20:00,6.90069444444444,0.244747283161289,-0.649154627939953
"1149","17_B1","B1",17,"BLANK","Media_CTRL",NA,NA,8.79,9.62226285666618,0.375,1.36784397852671,7,2021-10-26 13:10:00,6.91041666666667,-0.141421935906696,-0.655219384302212
"1150","17_B2","B2",17,"X_WT_1000N","WT_7806","Xenic",883,21.6,22.1878131631387,4.08,5.00214248637065,7,2021-10-26 13:10:00,6.91041666666667,0.527339519726816,-0.120548872380196
"1151","17_C2","C2",17,"X_9701_1000N","PCC_9701","Xenic",883,47.8,47.8878457962051,4.19,5.11004338673849,7,2021-10-26 13:10:00,6.91041666666667,0.572599372770333,0.23918015266874
"1152","17_D2","D2",17,"A_MUT_1000N","MUT_7806","Axenic",883,12.3,13.0652824956762,0.125,1.1226146595089,7,2021-10-26 13:10:00,6.91041666666667,-0.200271786488448,-0.419179936988633
"1153","17_E2","E2",17,"A_WT_1000N","WT_7806","Axenic",883,22.3,22.8744552563886,0.5,1.49045863803562,7,2021-10-26 13:10:00,6.91041666666667,-0.0809028957245534,-0.209520638153566
"1154","17_B3","B3",17,"X_NIES_1000N","NIES_843","Xenic",883,58.4,58.2855689225603,6.97,7.83699341421652,7,2021-10-26 13:10:00,6.91041666666667,0.21229656028909,0.505552724112153
"1155","17_C3","C3",17,"X_MUT_1000N","MUT_7806","Xenic",883,26,26.5038491778522,3.97,4.89424158600281,7,2021-10-26 13:10:00,6.91041666666667,0.367827476967686,-0.232391307122598
"1156","17_D3","D3",17,"A_NIES_1000N","NIES_843","Axenic",883,48.2,48.2802127066336,3.75,4.67843978526714,7,2021-10-26 13:10:00,6.91041666666667,0.287828063510523,-0.0759508399369301
"1157","17_E3","E3",17,"A_9701_1000N","PCC_9701","Axenic",883,32.6,32.9779031999223,0.958,1.93971875047625,7,2021-10-26 13:10:00,6.91041666666667,0.0828542101186635,0.135483586903452
"1158","17_B4","B4",17,"A_9701_2950N","PCC_9701","Axenic",2760,68.8,68.4871085937011,11.3,12.084365219605,7,2021-10-26 13:10:00,6.91041666666667,0.581569520216772,0.23414114534973
"1159","17_C4","C4",17,"A_MUT_2950N","MUT_7806","Axenic",2760,25,25.5229319017809,1.29,2.2653832861319,7,2021-10-26 13:10:00,6.91041666666667,-0.248850877978007,-0.732924171727128
"1160","17_D4","D4",17,"X_WT_2950N","WT_7806","Xenic",2760,81.8,81.2390331826272,20.2,20.814528976639,7,2021-10-26 13:10:00,6.91041666666667,0.25633237880911,0.233848750188715
"1161","17_E4","E4",17,"X_9701_2950N","PCC_9701","Xenic",2760,93.1,92.3233984022322,21,21.599262797496,7,2021-10-26 13:10:00,6.91041666666667,0.497484851420679,0.310451784850749
"1162","17_B5","B5",17,"A_NIES_2950N","NIES_843","Axenic",2760,194,191.29795155782,26.4,26.8962160882807,7,2021-10-26 13:10:00,6.91041666666667,0.552781836596957,0.414403088453726
"1163","17_C5","C5",17,"A_WT_2950N","WT_7806","Axenic",2760,36.4,36.705388848993,1.64,2.60870433275683,7,2021-10-26 13:10:00,6.91041666666667,-0.102922935289185,0.391754445922643
"1164","17_D5","D5",17,"X_MUT_2950N","MUT_7806","Xenic",2760,139,137.347501373902,25.4,25.9152988122094,7,2021-10-26 13:10:00,6.91041666666667,0.554317674325549,0.326890499820336
"1165","17_E5","E5",17,"X_NIES_2950N","NIES_843","Xenic",2760,188,185.412447901393,30,30.4275182821371,7,2021-10-26 13:10:00,6.91041666666667,0.496617977263692,0.367312938705324
"1166","17_B6","B6",17,"A_9701_30500N","PCC_9701","Axenic",30500,138,136.366584097831,20,20.6183455214248,7,2021-10-26 13:10:00,6.91041666666667,0.330078781547129,0.251994810837416
"1167","17_C6","C6",17,"X_WT_30500N","WT_7806","Xenic",30500,127,125.576494061047,21.9,22.4820883459601,7,2021-10-26 13:10:00,6.91041666666667,0.303859783478613,0.480623359137912
"1168","17_D6","D6",17,"A_WT_30500N","WT_7806","Axenic",30500,26.8,27.2885829987092,2.64,3.58962160882807,7,2021-10-26 13:10:00,6.91041666666667,0.265126798083005,0.092388776498318
"1169","17_E6","E6",17,"A_NIES_30500N","NIES_843","Axenic",30500,242,238.381980809239,37.6,37.8824895802785,7,2021-10-26 13:10:00,6.91041666666667,0.616421155360249,0.45774738583741
"1170","17_B7","B7",17,"A_MUT_30500N","MUT_7806","Axenic",30500,39,39.2557737667783,1.97,2.93240703386034,7,2021-10-26 13:10:00,6.91041666666667,-0.0830299264620404,0.254533212922706
"1171","17_C7","C7",17,"X_NIES_30500N","NIES_843","Xenic",30500,263,258.981243606735,36.6,36.9015723042073,7,2021-10-26 13:10:00,6.91041666666667,0.373484032662957,0.561306120667044
"1172","17_D7","D7",17,"X_MUT_30500N","MUT_7806","Xenic",30500,184,181.488778797108,31.1,31.5065272858155,7,2021-10-26 13:10:00,6.91041666666667,0.378560810211097,0.4512386418836
"1173","17_E7","E7",17,"X_9701_30500N","PCC_9701","Xenic",30500,126,124.595576784976,23.9,24.4439228981026,7,2021-10-26 13:10:00,6.91041666666667,0.456239250068381,0.374512005636304
"1174","17_E1","E1",17,"BLANK","Media_CTRL",NA,NA,25.4,25.9152988122094,0.9,1.88282554846411,7,2021-10-26 13:10:00,6.91041666666667,0.202303346504458,1.11694436780009
"1175","17_B8","B8",17,"BLANK","Media_CTRL",NA,NA,16.4,17.0870433275683,0,1,7,2021-10-26 13:10:00,6.91041666666667,-0.627046568464731,0.0208155793726689
"1176","17_E8","E8",17,"BLANK","Media_CTRL",NA,NA,16,16.6946764171398,0.25,1.24522931901781,7,2021-10-26 13:10:00,6.91041666666667,-0.158195882364237,0.307505412583962
"1177","12_B1","B1",12,"BLANK","Media_CTRL",NA,NA,14.1,14.8308795143395,0.875,1.85829926064163,7,2021-10-26 13:41:00,6.91180555555556,0.26630123595143,0.574239306241886
"1178","12_B2","B2",12,"A_9701_0N","PCC_9701","Axenic",8,21.3,21.8934562876192,1.04,2.02014997836263,7,2021-10-26 13:41:00,6.91180555555556,-0.0981778460225264,0.0523210297874123
"1179","12_C2","C2",12,"X_NIES_0N","NIES_843","Xenic",8,28.3,28.7598503727523,1.84,2.80488073094926,7,2021-10-26 13:41:00,6.91180555555556,-0.261034079429384,-0.108865086697446
"1180","12_D2","D2",12,"X_9701_0N","PCC_9701","Xenic",8,25.8,26.307566770919,1.32,2.29480574176795,7,2021-10-26 13:41:00,6.91180555555556,0.401366753766995,0.732004629446511
"1181","12_E2","E2",12,"A_MUT_0N","MUT_7806","Axenic",8,28.8,29.2503070931189,1.25,2.22614180091662,7,2021-10-26 13:41:00,6.91180555555556,0.431683043188344,0.144497840340869
"1182","12_B3","B3",12,"X_MUT_0N","MUT_7806","Xenic",8,10.5,11.2995911276996,0.75,1.73568508054997,7,2021-10-26 13:41:00,6.91180555555556,-0.132909610610109,-1.08621742767556
"1183","12_C3","C3",12,"X_WT_0N","WT_7806","Xenic",8,24.4,24.9342879538924,1.05,2.02995911276996,7,2021-10-26 13:41:00,6.91180555555556,0.35422777321316,0.255074889738155
"1184","12_D3","D3",12,"A_WT_0N","WT_7806","Axenic",8,15.3,16.0079756432194,0.625,1.61307090045831,7,2021-10-26 13:41:00,6.91180555555556,0.257014497959102,0.106857174014746
"1185","12_E3","E3",12,"A_NIES_0N","NIES_843","Axenic",8,16.3,16.9888890839527,1.8,2.76564419331993,7,2021-10-26 13:41:00,6.91180555555556,0.875386175922793,0.0504684744869651
"1186","12_B4","B4",12,"X_NIES_425N","NIES_843","Xenic",425,166,163.831631161727,28.5,28.9560330608989,7,2021-10-26 13:41:00,6.91180555555556,0.466704603830552,0.39471976165871
"1187","12_C4","C4",12,"X_9701_425N","PCC_9701","Xenic",425,139,137.346968261928,21.2,21.7953649435459,7,2021-10-26 13:41:00,6.91180555555556,0.659868950836976,0.346034993512092
"1188","12_D4","D4",12,"X_WT_425N","WT_7806","Xenic",425,86.2,85.5547385912101,16.7,17.381254460246,7,2021-10-26 13:41:00,6.91180555555556,0.443413904659634,0.65097424110447
"1189","12_E4","E4",12,"A_NIES_425N","NIES_843","Axenic",425,243,239.361966098191,30.5,30.9178599423655,7,2021-10-26 13:41:00,6.91180555555556,0.500038115665193,0.468157726391861
"1190","12_B5","B5",12,"X_MUT_425N","MUT_7806","Xenic",425,158,155.984323635861,28.4,28.8579417168256,7,2021-10-26 13:41:00,6.91180555555556,0.48518034240675,0.363802121212407
"1191","12_C5","C5",12,"A_9701_425N","PCC_9701","Axenic",425,109,107.919565039929,15.4,16.1060669872928,7,2021-10-26 13:41:00,6.91180555555556,0.475210190006349,0.63918072721893
"1192","12_D5","D5",12,"A_WT_425N","WT_7806","Axenic",425,19.6,20.2259034383726,2.58,3.5307566770919,7,2021-10-26 13:41:00,6.91180555555556,0.549391623130626,0.16518459221623
"1193","12_E5","E5",12,"A_MUT_425N","MUT_7806","Axenic",425,18,18.6564419331993,2.75,3.69751196201656,7,2021-10-26 13:41:00,6.91180555555556,0.59051243932059,0.23900238199195
"1194","12_B6","B6",12,"X_WT_2950N","WT_7806","Xenic",2760,104,103.014997836263,20.7,21.3049082231792,7,2021-10-26 13:41:00,6.91180555555556,0.484020754294107,0.389334994766842
"1195","12_C6","C6",12,"A_9701_2950N","PCC_9701","Axenic",2760,75.8,75.3532388075838,11.6,12.3785959125062,7,2021-10-26 13:41:00,6.91180555555556,0.866819721962702,0.197454167552087
"1196","12_D6","D6",12,"X_9701_2950N","PCC_9701","Xenic",2760,128,126.556920413862,20.9,21.5010909113259,7,2021-10-26 13:41:00,6.91180555555556,0.570828506846428,0.324933514268819
"1197","12_E6","E6",12,"A_WT_2950N","WT_7806","Axenic",2760,19.4,20.0297207502259,1.71,2.67736198365394,7,2021-10-26 13:41:00,6.91180555555556,0.406757663708936,-0.0219796430444168
"1198","12_B7","B7",12,"A_NIES_2950N","NIES_843","Axenic",2760,237,233.476485453791,29.4,29.8388551575589,7,2021-10-26 13:41:00,6.91180555555556,0.581138288619827,0.539531001109502
"1199","12_C7","C7",12,"X_NIES_2950N","NIES_843","Xenic",2760,171,168.736198365394,25.2,25.7190187064791,7,2021-10-26 13:41:00,6.91180555555556,0.463133661784483,0.363751664808623
"1200","12_D7","D7",12,"A_MUT_2950N","MUT_7806","Axenic",2760,14.6,15.3213362347061,0.857,1.84064281870843,7,2021-10-26 13:41:00,6.91180555555556,-0.0988545158480379,-0.111189671021418
"1201","12_E7","E7",12,"X_MUT_2950N","MUT_7806","Xenic",2760,182,179.52624621346,27.7,28.1713023083123,7,2021-10-26 13:41:00,6.91180555555556,0.489223847033279,0.468147993331359
"1202","14_B1","B1",14,"BLANK","Media_CTRL",NA,NA,26.3,26.7980234912857,0.917,1.89949762515243,7,2021-10-26 13:31:00,6.91180555555556,0.327142542331277,0.555678354698473
"1203","14_B2","B2",14,"A_9701_100N","PCC_9701","Axenic",87,19.8,20.4220861265193,1.46,2.43213362347061,7,2021-10-26 13:31:00,6.91180555555556,0.488081187697386,-0.221502833406984
"1204","14_C2","C2",14,"X_WT_100N","WT_7806","Xenic",87,6.81,7.68002053139374,1.25,2.22614180091662,7,2021-10-26 13:31:00,6.91180555555556,0.140228991903676,-1.04879562044916
"1205","14_D2","D2",14,"X_MUT_100N","MUT_7806","Xenic",87,20.9,21.5010909113259,1.71,2.67736198365394,7,2021-10-26 13:31:00,6.91180555555556,0.148118096740531,-0.126776772450398
"1206","14_E2","E2",14,"X_NIES_100N","NIES_843","Xenic",87,32.7,33.0758695119788,3.06,4.00159512864388,7,2021-10-26 13:31:00,6.91180555555556,-0.15195785135825,-0.215339919479069
"1207","14_B3","B3",14,"A_MUT_100N","MUT_7806","Axenic",87,16,16.6946150517327,0.75,1.73568508054997,7,2021-10-26 13:31:00,6.91180555555556,-0.218745159703496,-0.139529034230253
"1208","14_C3","C3",14,"X_9701_100N","PCC_9701","Xenic",87,12.2,12.9671439769462,1.57,2.54003410195127,7,2021-10-26 13:31:00,6.91180555555556,0.531429582043681,-0.365928919324638
"1209","14_D3","D3",14,"A_WT_100N","WT_7806","Axenic",87,10.8,11.5938651599196,0.65,1.63759373647664,7,2021-10-26 13:31:00,6.91180555555556,-0.0794314840992447,-0.846681192544741
"1210","14_E3","E3",14,"A_NIES_100N","NIES_843","Axenic",87,15.3,16.0079756432194,1.43,2.40270622024861,7,2021-10-26 13:31:00,6.91180555555556,0.152526581608313,0.00968026526975208
"1211","14_B4","B4",14,"X_9701_30500N","PCC_9701","Xenic",30500,147,145.194275787794,23,23.5610091368658,7,2021-10-26 13:31:00,6.91180555555556,0.262432638633505,0.476254762074541
"1212","14_C4","C4",14,"A_WT_30500N","WT_7806","Axenic",30500,24.6,25.1304706420391,1.81,2.77545332772727,7,2021-10-26 13:31:00,6.91180555555556,0.114205777067107,-0.063201990292431
"1213","14_D4","D4",14,"X_NIES_30500N","NIES_843","Xenic",30500,184,181.488073094926,27.5,27.9751196201656,7,2021-10-26 13:31:00,6.91180555555556,0.495418267238928,0.525416042391575
"1214","14_E4","E4",14,"X_WT_30500N","WT_7806","Xenic",30500,168,165.793458043194,34.5,34.8415137052987,7,2021-10-26 13:31:00,6.91180555555556,0.355259656980395,0.339097755234996
"1215","14_B5","B5",14,"A_9701_30500N","PCC_9701","Axenic",30500,104,103.014997836263,17.7,18.3621679009793,7,2021-10-26 13:31:00,6.91180555555556,0.407149260925878,0.150017869923865
"1216","14_C5","C5",14,"A_NIES_30500N","NIES_843","Axenic",30500,328,322.739608560521,48.7,48.7704845637115,7,2021-10-26 13:31:00,6.91180555555556,0.507810932401819,0.593888231772149
"1217","14_D5","D5",14,"A_MUT_30500N","MUT_7806","Axenic",30500,20.7,21.3049082231792,2.69,3.63865715557257,7,2021-10-26 13:31:00,6.91180555555556,0.384630791848409,-0.430064802358671
"1218","14_E5","E5",14,"X_MUT_30500N","MUT_7806","Xenic",30500,202,199.144515028126,34.9,35.233879081592,7,2021-10-26 13:31:00,6.91180555555556,0.390883118776985,0.465522424082239
"1219","14_B6","B6",14,"X_9701_0N","PCC_9701","Xenic",8,21.3,21.8934562876192,0.813,1.79748262731617,7,2021-10-26 13:31:00,6.91180555555556,-0.146760368604795,0.574790281704803
"1220","14_C6","C6",14,"X_NIES_0N","NIES_843","Xenic",8,34.6,34.939605049372,3.03,3.97216772542189,7,2021-10-26 13:31:00,6.91180555555556,-0.0360690499765618,-0.153391590768139
"1221","14_D6","D6",14,"X_WT_0N","WT_7806","Xenic",8,13.7,14.4385141380462,2.09,3.05010909113259,7,2021-10-26 13:31:00,6.91180555555556,-0.243411700773592,-1.0989544547366
"1222","14_E6","E6",14,"A_WT_0N","WT_7806","Axenic",8,11.6,12.3785959125062,1.19,2.16728699447262,7,2021-10-26 13:31:00,6.91180555555556,0.441065454643189,-0.412314421822519
"1223","14_B7","B7",14,"A_NIES_0N","NIES_843","Axenic",8,8.65,9.48490126234301,0.536,1.52576960423305,7,2021-10-26 13:31:00,6.91180555555556,-0.291368569433287,-1.10704207814499
"1224","14_C7","C7",14,"X_MUT_0N","MUT_7806","Xenic",8,26.9,27.3865715557257,1.39,2.36346968261928,7,2021-10-26 13:31:00,6.91180555555556,0.483473128327365,0.650313254193448
"1225","14_D7","D7",14,"A_MUT_0N","MUT_7806","Axenic",8,22.9,23.4629177927925,1.17,2.14766872565796,7,2021-10-26 13:31:00,6.91180555555556,0.284776802519188,0.597169745958954
