"","p_well","Well","Plate","Treatment_name","Culture","State","N_ug_L","chlA_150","chlA_150_true","PC_100","PC_100_true","read_day","read_time","read_timeDays","growthrate_PC","growthrate_chlA"
"1226","14_E7","E7",14,"A_9701_0N","PCC_9701","Axenic",8,16.4,17.086980428026,0.542,1.53165508487745,7,2021-10-26 13:31:00,6.91180555555556,0.0597804175141876,-0.227581964077632
"1227","12_E1","E1",12,"BLANK","Media_CTRL",NA,NA,8.75,9.58299260641634,0.7,1.68663940851331,7,2021-10-26 13:41:00,6.91180555555556,0.253089192196239,-0.531381900178144
"1228","12_B8","B8",12,"BLANK","Media_CTRL",NA,NA,8.61,9.44566472471368,0.25,1.24522836018332,7,2021-10-26 13:41:00,6.91180555555556,-0.283779161282948,-0.07236750845961
"1229","12_E8","E8",12,"BLANK","Media_CTRL",NA,NA,8.6,9.43585559030634,0.833,1.81710089613084,7,2021-10-26 13:41:00,6.91180555555556,0.299917715632348,-1.01188832832847
"1230","14_E1","E1",14,"BLANK","Media_CTRL",NA,NA,8.69,9.52413779997234,0.375,1.36784254027499,7,2021-10-26 13:31:00,6.91180555555556,-0.28487880463678,-0.694877517816821
"1231","14_B8","B8",14,"BLANK","Media_CTRL",NA,NA,21.6,22.1877303198392,0.5,1.49045672036665,7,2021-10-26 13:31:00,6.91180555555556,-0.192649958919323,0.329502824054302
"1232","14_E8","E8",14,"BLANK","Media_CTRL",NA,NA,13.6,14.3404227939728,0.643,1.63072734239151,7,2021-10-26 13:31:00,6.91180555555556,0.268778877734688,0.105513711254252
"1233","18_B1","B1",18,"BLANK","Media_CTRL",NA,NA,10.3,11.103309679601,0.917,1.8994888326402,7,2021-10-26 13:04:00,6.91527777777778,0.211205904873297,0.0154477813572634
"1234","18_B2","B2",18,"A_WT_30500N","WT_7806","Axenic",30500,35.1,35.4297252188343,2.75,3.69748559406821,7,2021-10-26 13:04:00,6.91527777777778,0.29503247533965,0.352067087739689
"1235","18_C2","C2",18,"A_NIES_30500N","NIES_843","Axenic",30500,262,257.996809325772,38.1,38.3724367759996,7,2021-10-26 13:04:00,6.91527777777778,0.528421286533998,0.577736321443956
"1236","18_D2","D2",18,"A_9701_30500N","PCC_9701","Axenic",30500,91.1,90.360340952587,16.4,17.0868231791704,7,2021-10-26 13:04:00,6.91527777777778,0.628036233550548,0.532491590142472
"1237","18_E2","E2",18,"X_MUT_30500N","MUT_7806","Xenic",30500,126,124.593885400944,21.5,22.0894328263515,7,2021-10-26 13:04:00,6.91527777777778,0.468800203802717,0.264101095300821
"1238","18_B3","B3",18,"X_NIES_30500N","NIES_843","Xenic",30500,246,242.302347687557,34,34.350730981207,7,2021-10-26 13:04:00,6.91527777777778,0.484366197369979,0.435640823357312
"1239","18_C3","C3",18,"A_MUT_30500N","MUT_7806","Axenic",30500,28.8,29.2500309487871,1.53,2.50078289415432,7,2021-10-26 13:04:00,6.91527777777778,0.042900349648495,0.308127315558211
"1240","18_D3","D3",18,"X_9701_30500N","PCC_9701","Xenic",30500,125,123.612981548555,22.4,22.9722462935011,7,2021-10-26 13:04:00,6.91527777777778,0.582566350705122,0.692234434841661
"1241","18_E3","E3",18,"X_WT_30500N","WT_7806","Xenic",30500,120,118.708462286613,21,21.5989809001573,7,2021-10-26 13:04:00,6.91527777777778,0.35063941658359,0.296051274533549
"1242","18_B4","B4",18,"X_9701_1000N","PCC_9701","Xenic",883,27.7,28.1710367111598,3.42,4.35469117516847,7,2021-10-26 13:04:00,6.91527777777778,0.397467944821854,-0.542644147696226
"1243","18_C4","C4",18,"X_WT_1000N","WT_7806","Xenic",883,25.5,26.0130482359053,3,3.94271155716533,7,2021-10-26 13:04:00,6.91527777777778,0.297107219542292,-0.280596197347725
"1244","18_D4","D4",18,"A_MUT_1000N","MUT_7806","Axenic",883,28.9,29.348121334026,0.625,1.61306490774278,7,2021-10-26 13:04:00,6.91527777777778,-0.248112345520878,0.68660503448675
"1245","18_E4","E4",18,"X_NIES_1000N","NIES_843","Xenic",883,48.9,48.9661983817948,4.64,5.55139387508237,7,2021-10-26 13:04:00,6.91527777777778,-0.00230545272978243,1.29433774303517
"1246","18_B5","B5",18,"A_NIES_1000N","NIES_843","Axenic",883,35,35.3316348335955,4.19,5.10998714150757,7,2021-10-26 13:04:00,6.91527777777778,0.429080529769341,-0.109080097709159
"1247","18_C5","C5",18,"A_WT_1000N","WT_7806","Axenic",883,12.4,13.1632077696167,0.875,1.85829087083989,7,2021-10-26 13:04:00,6.91527777777778,0.0677367361417837,-0.694364586736515
"1248","18_D5","D5",18,"A_9701_1000N","PCC_9701","Axenic",883,18.3,18.9505404987085,0.167,1.16381094334887,7,2021-10-26 13:04:00,6.91527777777778,-0.496026666579318,0.569003952888482
"1249","18_E5","E5",18,"X_MUT_1000N","MUT_7806","Xenic",883,42.8,42.9826848822253,4.42,5.33559502755691,7,2021-10-26 13:04:00,6.91527777777778,0.460885706495377,0.917369555525981
"1250","18_B6","B6",18,"X_WT_100N","WT_7806","Xenic",87,13.6,14.3402923924828,1.64,2.60868231791704,7,2021-10-26 13:04:00,6.91527777777778,0.312795445358389,-0.592585223831075
"1251","18_C6","C6",18,"X_9701_100N","PCC_9701","Xenic",87,36,36.3125386859839,3.31,4.24679175140574,7,2021-10-26 13:04:00,6.91527777777778,0.242230863768153,0.260707076310539
"1252","18_D6","D6",18,"X_MUT_100N","MUT_7806","Xenic",87,28.1,28.5633982521152,2.42,3.37378732278003,7,2021-10-26 13:04:00,6.91527777777778,0.0870458911916783,0.0325783830874024
"1253","18_E6","E6",18,"A_9701_100N","PCC_9701","Axenic",87,21.6,22.1875232115903,0.688,1.67486185044325,7,2021-10-26 13:04:00,6.91527777777778,-0.0372100741862214,0.494965955140154
"1254","18_B7","B7",18,"A_NIES_100N","NIES_843","Axenic",87,27,27.4844040144879,4,4.92361540955377,7,2021-10-26 13:04:00,6.91527777777778,0.430969959077469,-0.108683570803126
"1255","18_C7","C7",18,"A_MUT_100N","MUT_7806","Axenic",87,18.2,18.8524501134696,0.333,1.32664098284535,7,2021-10-26 13:04:00,6.91527777777778,-0.21373679231743,0.0908723189023958
"1256","18_D7","D7",18,"A_WT_100N","WT_7806","Axenic",87,20.7,21.3047097444407,0.65,1.63758750405249,7,2021-10-26 13:04:00,6.91527777777778,-0.256675346533272,0.115582183984953
"1257","18_E7","E7",18,"X_NIES_100N","NIES_843","Xenic",87,29,29.4462117192648,5.97,6.855995998759,7,2021-10-26 13:04:00,6.91527777777778,0.172311630846849,-0.200656554838936
"1258","18_E1","E1",18,"BLANK","Media_CTRL",NA,NA,16.6,17.2830039496481,1.06,2.03975808353175,7,2021-10-26 13:04:00,6.91527777777778,0.402765485633206,0.165351101777716
"1259","18_B8","B8",18,"BLANK","Media_CTRL",NA,NA,19.4,20.0295347363358,0.25,1.24522596309711,7,2021-10-26 13:04:00,6.91527777777778,-0.236257728819403,0.3487124021894
"1260","18_E8","E8",18,"BLANK","Media_CTRL",NA,NA,15.1,15.8116481710655,0.188,1.18440992424903,7,2021-10-26 13:04:00,6.91527777777778,-0.146157786373851,-0.00888004673347243
"1261","16_B1","B1",16,"BLANK","Media_CTRL",NA,NA,14.8,15.5172918708466,0.542,1.53164676986479,7,2021-10-26 13:26:00,6.91736111111111,0.208359393381509,-0.436646959703194
"1262","16_B2","B2",16,"X_9701_425N","PCC_9701","Xenic",425,128,126.554956720836,18.9,19.5389740783109,7,2021-10-26 13:26:00,6.91736111111111,0.44215949358075,0.341557136702831
"1263","16_C2","C2",16,"X_MUT_425N","MUT_7806","Xenic",425,135,133.421243416506,26.9,27.3861588733631,7,2021-10-26 13:26:00,6.91736111111111,0.485041135265143,0.297411881648599
"1264","16_D2","D2",16,"A_9701_425N","PCC_9701","Axenic",425,78.3,77.8043211815737,14.1,14.8306632012796,7,2021-10-26 13:26:00,6.91736111111111,0.37996630185001,0.211906911199568
"1265","16_E2","E2",16,"A_MUT_425N","MUT_7806","Axenic",425,27.4,27.8766079230539,2.19,3.14816683764555,7,2021-10-26 13:26:00,6.91736111111111,0.00123270593508658,0.654446168990036
"1266","16_B3","B3",16,"A_NIES_425N","NIES_843","Axenic",425,205,202.084110373213,29.9,30.3288531715077,7,2021-10-26 13:26:00,6.91736111111111,0.553464118267001,0.29732227890847
"1267","16_C3","C3",16,"X_WT_425N","WT_7806","Xenic",425,99.8,98.8936303182766,17.1,17.7733574994242,7,2021-10-26 13:26:00,6.91736111111111,0.227875622643483,0.370890340249388
"1268","16_D3","D3",16,"A_WT_425N","WT_7806","Axenic",425,24,24.5415543851567,2.04,3.00103212273832,7,2021-10-26 13:26:00,6.91736111111111,0.143462163894857,0.158814419559159
"1269","16_E3","E3",16,"X_NIES_425N","NIES_843","Xenic",425,163,160.886390199189,25.7,26.2090811541053,7,2021-10-26 13:26:00,6.91736111111111,0.452500258705671,0.486304258202966
"1270","16_B4","B4",16,"A_WT_14150N","WT_7806","Axenic",14150,27.9,28.3670569727447,1.41,2.38306632012796,7,2021-10-26 13:26:00,6.91736111111111,0.00253450731067263,-0.0302508928944484
"1271","16_C4","C4",16,"X_NIES_14150N","NIES_843","Xenic",14150,191,188.351536981872,31.3,31.7021105106419,7,2021-10-26 13:26:00,6.91736111111111,0.480659511509774,0.323134437957515
"1272","16_D4","D4",16,"A_NIES_14150N","NIES_843","Axenic",14150,256,252.109913441671,35.8,36.1161519578587,7,2021-10-26 13:26:00,6.91736111111111,0.471278230882492,0.475379763616523
"1273","16_E4","E4",16,"X_9701_14150N","PCC_9701","Xenic",14150,125,123.612262422691,21.3,21.8931295168266,7,2021-10-26 13:26:00,6.91736111111111,0.525945297941317,0.333338140158604
"1274","16_B5","B5",16,"A_MUT_14150N","MUT_7806","Axenic",14150,27.5,27.9746977329921,2.11,3.06969498969503,7,2021-10-26 13:26:00,6.91736111111111,0.217115300364775,-0.119533589136395
"1275","16_C5","C5",16,"X_MUT_14150N","MUT_7806","Xenic",14150,151,149.115613006611,24.5,25.0320034348475,7,2021-10-26 13:26:00,6.91736111111111,0.448519756292834,0.549797090090224
"1276","16_D5","D5",16,"X_WT_14150N","WT_7806","Xenic",14150,127,125.574058621454,22.1,22.6778479963318,7,2021-10-26 13:26:00,6.91736111111111,0.306464509602131,0.354829561778712
"1277","16_E5","E5",16,"A_9701_14150N","PCC_9701","Axenic",14150,113,111.841485230113,15.3,16.0077409205374,7,2021-10-26 13:26:00,6.91736111111111,0.478725675944999,0.917216470929905
"1278","16_B6","B6",16,"A_NIES_1000N","NIES_843","Axenic",883,22.9,23.462566475837,2.1,3.05988600870121,7,2021-10-26 13:26:00,6.91736111111111,0.271644039721198,0.255544350556781
"1279","16_C6","C6",16,"A_WT_1000N","WT_7806","Axenic",883,23.7,24.2472849553422,0.333,1.32663906709405,7,2021-10-26 13:26:00,6.91736111111111,-0.354624401186677,-0.150541914659427
"1280","16_D6","D6",16,"X_WT_1000N","WT_7806","Xenic",883,13.5,14.2421243416506,1.42,2.39287530112177,7,2021-10-26 13:26:00,6.91736111111111,0.0713430154492086,-0.15102731957037
"1281","16_E6","E6",16,"X_NIES_1000N","NIES_843","Xenic",883,37.4,37.6855889168692,4.92,5.82601864895712,7,2021-10-26 13:26:00,6.91736111111111,0.0217529825577817,0.434162304661029
"1282","16_B7","B7",16,"X_MUT_1000N","MUT_7806","Xenic",883,46.2,46.3174921914267,4.03,4.95301934050756,7,2021-10-26 13:26:00,6.91736111111111,0.314623648109303,0.610392797976293
"1283","16_C7","C7",16,"A_9701_1000N","PCC_9701","Axenic",883,18.6,19.2447046484964,1.08,2.05936994733205,7,2021-10-26 13:26:00,6.91736111111111,0.245422158882504,-0.132794605443691
"1284","16_D7","D7",16,"X_9701_1000N","PCC_9701","Xenic",883,23.2,23.7568359056515,0.417,1.4090345074421,7,2021-10-26 13:26:00,6.91736111111111,-0.239746231008267,0.0888429895968575
"1285","16_E7","E7",16,"A_MUT_1000N","MUT_7806","Axenic",883,13.6,14.3402141515888,1.55,2.52039205404137,7,2021-10-26 13:26:00,6.91736111111111,0.26290375954839,-0.132027832507629
"1286","16_E1","E1",16,"BLANK","Media_CTRL",NA,NA,14.1,14.8306632012796,0.188,1.18440884268373,7,2021-10-26 13:26:00,6.91736111111111,-0.328024999430957,1.91216270421087
"1287","16_B8","B8",16,"BLANK","Media_CTRL",NA,NA,15.4,16.1058307304755,0.625,1.61306131211346,7,2021-10-26 13:26:00,6.91736111111111,0.211638740598108,0.0285751564939422
"1288","16_E8","E8",16,"BLANK","Media_CTRL",NA,NA,9.71,10.5245205449946,0.5,1.49044904969076,7,2021-10-26 13:26:00,6.91736111111111,-0.351497757395079,-0.0742544929574507
"1289","15_B1","B1",15,"BLANK","Media_CTRL",NA,NA,6.25,7.13060113570349,0.571,1.56009171975787,7,2021-10-26 13:36:00,6.91805555555556,-0.154606810613644,-1.09401545360647
"1290","15_B2","B2",15,"A_NIES_2950N","NIES_843","Axenic",2760,192,189.332066888811,21.9,22.481626379505,7,2021-10-26 13:36:00,6.91805555555556,0.435862629060987,0.553389802147104
"1291","15_C2","C2",15,"X_WT_2950N","WT_7806","Xenic",2760,86.5,85.8475197181363,16.9,17.5771454709422,7,2021-10-26 13:36:00,6.91805555555556,0.39901774937223,0.233119638091784
"1292","15_D2","D2",15,"A_WT_2950N","WT_7806","Axenic",2760,34.3,34.6447390327407,2.04,3.00102821069362,7,2021-10-26 13:36:00,6.91805555555556,0.416333237232725,0.646561639193725
"1293","15_E2","E2",15,"A_MUT_2950N","MUT_7806","Axenic",2760,22.4,22.9720744703613,0.929,1.91125255281097,7,2021-10-26 13:36:00,6.91805555555556,-0.118769462906657,0.635264872682294
"1294","15_B3","B3",15,"X_9701_2950N","PCC_9701","Xenic",2760,120,118.707541805507,20.9,21.5007301977925,7,2021-10-26 13:36:00,6.91805555555556,0.439668966816719,0.308294660955819
"1295","15_C3","C3",15,"X_MUT_2950N","MUT_7806","Xenic",2760,161,158.924285255722,25.7,26.2090318700127,7,2021-10-26 13:36:00,6.91805555555556,0.328646839373766,0.537014702106357
"1296","15_D3","D3",15,"X_NIES_2950N","NIES_843","Xenic",2760,178,175.599520344835,28.4,28.8574515606367,7,2021-10-26 13:36:00,6.91805555555556,0.673444347895525,0.450859392272076
"1297","15_E3","E3",15,"A_9701_2950N","PCC_9701","Axenic",2760,45.4,45.5326866497501,7.39,8.24882278285581,7,2021-10-26 13:36:00,6.91805555555556,0.39593485339674,0.211313104071812
"1298","15_B4","B4",15,"A_WT_40N","WT_7806","Axenic",40.5,24.6,25.1300460701289,1.61,2.57924285255722,7,2021-10-26 13:36:00,6.91805555555556,-0.093148000200127,0.109301560014327
"1299","15_C4","C4",15,"A_MUT_40N","MUT_7806","Axenic",40.5,24.4,24.9338668337864,2.17,3.12854471431625,7,2021-10-26 13:36:00,6.91805555555556,0.101002675731534,0.7590017687222
"1300","15_D4","D4",15,"X_9701_40N","PCC_9701","Xenic",40.5,44.1,44.2575216135238,1.25,2.2261202271407,7,2021-10-26 13:36:00,6.91805555555556,0.209440242657109,0.148494531087962
"1301","15_E4","E4",15,"A_NIES_40N","NIES_843","Axenic",40.5,52.7,52.6932287762518,1.59,2.55962492892297,7,2021-10-26 13:36:00,6.91805555555556,-0.135189034776819,0.741859644572327
"1302","15_B5","B5",15,"X_NIES_40N","NIES_843","Xenic",40.5,32.3,32.6829466693156,1.97,2.93236547797374,7,2021-10-26 13:36:00,6.91805555555556,0.0464245753886636,-0.342657436792151
"1303","15_C5","C5",15,"X_WT_40N","WT_7806","Xenic",40.5,52.6,52.5951391580806,3.06,4.00154231604043,7,2021-10-26 13:36:00,6.91805555555556,-0.340346579032543,0.269074970303466
"1304","15_D5","D5",15,"X_MUT_40N","MUT_7806","Xenic",40.5,53.1,53.0855872489368,2.22,3.17758952340188,7,2021-10-26 13:36:00,6.91805555555556,-0.029507754919225,0.22109010409997
"1305","15_E5","E5",15,"A_9701_40N","PCC_9701","Axenic",40.5,35,35.3313663599395,0.5,1.49044809085628,7,2021-10-26 13:36:00,6.91805555555556,-0.811723474453924,-0.199859635375043
"1306","15_B6","B6",15,"X_MUT_425N","MUT_7806","Xenic",425,186,183.446689798536,27.8,28.2689138516091,7,2021-10-26 13:36:00,6.91805555555556,0.442042288574928,0.218886973196937
"1307","15_C6","C6",15,"X_NIES_425N","NIES_843","Xenic",425,167,164.809662345997,30.3,30.7211543058905,7,2021-10-26 13:36:00,6.91805555555556,0.547656714129993,0.217092341815336
"1308","15_D6","D6",15,"A_MUT_425N","MUT_7806","Axenic",425,26.4,26.8956591972115,2.06,3.02064613432787,7,2021-10-26 13:36:00,6.91805555555556,0.287775018685749,0.134631818836812
"1309","15_E6","E6",15,"X_WT_425N","WT_7806","Xenic",425,80,79.4716945370047,15.7,16.4000700528872,7,2021-10-26 13:36:00,6.91805555555556,0.264504530618114,0.274109183820258
"1310","15_B7","B7",15,"A_NIES_425N","NIES_843","Axenic",425,277,272.708242334379,33.7,34.0562013237132,7,2021-10-26 13:36:00,6.91805555555556,0.432654621909932,0.423148263762901
"1311","15_C7","C7",15,"A_9701_425N","PCC_9701","Axenic",425,80,79.4716945370047,12.6,13.3592918895782,7,2021-10-26 13:36:00,6.91805555555556,0.547848634295004,0.352263353187871
"1312","15_D7","D7",15,"X_9701_425N","PCC_9701","Xenic",425,121,119.68843798722,17.4,18.0675935617985,7,2021-10-26 13:36:00,6.91805555555556,0.346309092083936,0.593792122764563
"1313","15_E7","E7",15,"A_WT_425N","WT_7806","Axenic",425,25.8,26.307121488184,1.47,2.44191738711746,7,2021-10-26 13:36:00,6.91805555555556,0.065218091398537,0.0433316539885037
"1314","15_E1","E1",15,"BLANK","Media_CTRL",NA,NA,14.6,15.3210842530034,0.357,1.35017993687138,7,2021-10-26 13:36:00,6.91805555555556,-0.253752515483788,0.443942578155744
"1315","15_B8","B8",15,"BLANK","Media_CTRL",NA,NA,19.3,19.9312963070524,0.75,1.73567213628442,7,2021-10-26 13:36:00,6.91805555555556,-0.109039342697627,0.0906183580810098
"1316","15_E8","E8",15,"BLANK","Media_CTRL",NA,NA,18.4,19.0484897435111,0.688,1.67485657301824,7,2021-10-26 13:36:00,6.91805555555556,0.365666224733735,-0.76444862077778
"1317","19_B1","B1",19,"BLANK","Media_CTRL",NA,NA,17.6,18.2626590160028,0.417,1.40900731873143,7,2021-10-26 13:15:00,6.94097222222222,0.122856997875854,0.192187253630116
"1318","19_B2","B2",19,"X_9701_14150N","PCC_9701","Xenic",14150,128,126.546611025475,20.6,21.2051577119123,7,2021-10-26 13:15:00,6.94097222222222,0.347907170117865,0.341246669698976
"1319","19_C2","C2",19,"X_WT_14150N","WT_7806","Xenic",14150,120,118.699947836382,24,24.5399895672765,7,2021-10-26 13:15:00,6.94097222222222,0.314068228575264,0.297182519157541
"1320","19_D2","D2",19,"A_MUT_14150N","MUT_7806","Axenic",14150,26.8,27.2863216834588,3.11,4.05039031475958,7,2021-10-26 13:15:00,6.94097222222222,0.240470415754356,-0.209498776286434
"1321","19_E2","E2",19,"X_MUT_14150N","MUT_7806","Xenic",14150,150,148.124934795478,24.8,25.3246558861857,7,2021-10-26 13:15:00,6.94097222222222,0.51865380571534,0.553487986393219
"1322","19_B3","B3",19,"A_9701_14150N","PCC_9701","Axenic",14150,81.1,80.5455480794218,9.22,10.0432793254287,7,2021-10-26 13:15:00,6.94097222222222,0.283559323282908,0.297084027458851
"1323","19_C3","C3",19,"A_WT_14150N","WT_7806","Axenic",14150,24.1,24.6380728571402,1.55,2.52029099288661,7,2021-10-26 13:15:00,6.94097222222222,-0.0510365803409438,0.147161331846008
"1324","19_D3","D3",19,"X_NIES_14150N","NIES_843","Xenic",14150,160,157.933263781843,25.1,25.6189057557767,7,2021-10-26 13:15:00,6.94097222222222,0.491818003731793,0.405162991523461
"1325","19_E3","E3",19,"A_NIES_14150N","NIES_843","Axenic",14150,192,189.319916538212,28.4,28.8556543212772,7,2021-10-26 13:15:00,6.94097222222222,0.486869841532147,0.614571288708105
"1326","19_B4","B4",19,"X_9701_100N","PCC_9701","Xenic",87,42.5,42.6853981920521,1.05,2.02987454356835,7,2021-10-26 13:15:00,6.94097222222222,0.155196825743115,0.620364319736396
"1327","19_C4","C4",19,"A_NIES_100N","NIES_843","Axenic",87,17.4,18.0664924362755,0.85,1.83370796384104,7,2021-10-26 13:15:00,6.94097222222222,-0.112537796624634,1.54832263991819
"1328","19_D4","D4",19,"A_9701_100N","PCC_9701","Axenic",87,22.1,22.6764070598671,0.75,1.73562467397739,7,2021-10-26 13:15:00,6.94097222222222,0.184650595790014,0.684470621356589
"1329","19_E4","E4",19,"X_WT_100N","WT_7806","Xenic",87,18.3,18.9492420450483,1,1.98083289863652,7,2021-10-26 13:15:00,6.94097222222222,0.283141326660087,-0.203368832677917
"1330","19_B5","B5",19,"X_NIES_100N","NIES_843","Xenic",87,39,39.2524830468243,3,3.94249869590956,7,2021-10-26 13:15:00,6.94097222222222,0.0835114857199722,0.54093044937226
"1331","19_C5","C5",19,"A_MUT_100N","MUT_7806","Axenic",87,26.6,27.0901551037315,0.938,1.92002125892106,7,2021-10-26 13:15:00,6.94097222222222,0.211361185246381,-0.360513826071679
"1332","19_D5","D5",19,"X_MUT_100N","MUT_7806","Xenic",87,22.9,23.4610733787763,0.688,1.67481303426193,7,2021-10-26 13:15:00,6.94097222222222,0.21955340123057,0.302614204651998
"1333","19_E5","E5",19,"A_WT_100N","WT_7806","Axenic",87,23.8,24.3438229875492,0.667,1.65421554339056,7,2021-10-26 13:15:00,6.94097222222222,-0.298035480441087,0.177630306854614
"1334","19_B6","B6",19,"A_MUT_40N","MUT_7806","Axenic",40.5,19.6,20.2243248132758,1.82,2.78511587551847,7,2021-10-26 13:15:00,6.94097222222222,0.141821383747723,-0.187831042687474
"1335","19_C6","C6",19,"X_MUT_40N","MUT_7806","Xenic",40.5,29,29.4441540604591,1.75,2.71645757261391,7,2021-10-26 13:15:00,6.94097222222222,-0.224129458260169,0.593837936794756
"1336","19_D6","D6",19,"A_9701_40N","PCC_9701","Axenic",40.5,37.2,37.4869838292786,1.69,2.65760759869572,7,2021-10-26 13:15:00,6.94097222222222,0.00565179927546031,-0.0733452343877398
"1337","19_E6","E6",19,"X_NIES_40N","NIES_843","Xenic",40.5,36.9,37.1927339596876,1.79,2.75569088855937,7,2021-10-26 13:15:00,6.94097222222222,0.0568228292419426,0.091082187119603
"1338","19_B7","B7",19,"X_9701_40N","PCC_9701","Xenic",40.5,42.4,42.5873149021885,1.25,2.22604112329565,7,2021-10-26 13:15:00,6.94097222222222,-0.214939550088452,-0.202231357597275
"1339","19_C7","C7",19,"X_WT_40N","WT_7806","Xenic",40.5,48.8,48.8646454534622,3.53,4.46234013218692,7,2021-10-26 13:15:00,6.94097222222222,-0.317794715437983,0.623188508853999
"1340","19_D7","D7",19,"A_WT_40N","WT_7806","Axenic",40.5,24,24.5399895672765,1.21,2.18680780735019,7,2021-10-26 13:15:00,6.94097222222222,-0.0749976537731941,-0.0757988831180156
